Learning Care Group - Official,,,,,
,,,,,
Recommendations for your workload,,,,,
Your overall results,Critical,'26/120',,,
Reliability,Critical,'18/200',,,
Security,Moderate,'38/100',,,
Cost Optimization,Critical,'13/100',,,
Operational Excellence,Moderate,'36/100',,,
Performance Efficiency,Critical,'25/101',,,
,,,,,
Next Steps,,,,,
Learn about discounts.,https://learn.microsoft.com/azure/well-architected/cost-optimization/get-best-rates#evaluate-and-commit-to-available-discounts,,,,
Learn about data classification.,https://learn.microsoft.com/azure/well-architected/security/data-classification#define-the-classification-scope,,,,
Learn about safe deployment practices.,https://learn.microsoft.com/azure/well-architected/operational-excellence/safe-deployments#key-design-strategies,,,,
,,,,,
Category,Link-Text,Link,Priority,ReportingCategory,ReportingSubcategory,Weight,Context,CompleteY/N,Note
Reliability,How do you implement self-preservation and self-healing measures?,We use well-known standards to enable communication between our services.,,"VMWare is their backup solution for now, but that covers VMs, not hardware.",
Reliability,How do you implement self-preservation and self-healing measures?,We implement asynchronous communication rather than synchronous communication between components wherever appropriate.,,"VMWare is their backup solution for now, but that covers VMs, not hardware.",
Reliability,How do you implement self-preservation and self-healing measures?,We enable the application to degrade its service gracefully.,,"VMWare is their backup solution for now, but that covers VMs, not hardware.",
Reliability,How do you implement self-preservation and self-healing measures?,We mitigate intermittent communication failures and congestion.,,"VMWare is their backup solution for now, but that covers VMs, not hardware.",
Reliability,How do you implement self-preservation and self-healing measures?,"We use vendor or framework-provided retry mechanisms, where possible.",,"VMWare is their backup solution for now, but that covers VMs, not hardware.",
Reliability,How do you implement self-preservation and self-healing measures?,We ensure all components of the workload provide insights into their behavior by writing appropriate log statements for later analysis.,,"VMWare is their backup solution for now, but that covers VMs, not hardware.",
Reliability,How do you implement self-preservation and self-healing measures?,None of the above.,None of the above.,"VMWare is their backup solution for now, but that covers VMs, not hardware.",
Reliability,How do you test your resiliency and availability strategies?,We ensure that the development and operations teams are familiar with the concepts of fault injection and chaos engineering.,,"Very limited testing, if at all.  Definitely not monitoring production in any meaningful way.",
Reliability,How do you test your resiliency and availability strategies?,"We run tests in a production-like environment, and we run a targeted subset of tests in production.",,"Very limited testing, if at all.  Definitely not monitoring production in any meaningful way.",
Reliability,How do you test your resiliency and availability strategies?,We use planned downtime to run tests on production.,,"Very limited testing, if at all.  Definitely not monitoring production in any meaningful way.",
Reliability,How do you test your resiliency and availability strategies?,We learn from production incidents.,,"Very limited testing, if at all.  Definitely not monitoring production in any meaningful way.",
Reliability,How do you test your resiliency and availability strategies?,We perform testing early in the development process and throughout it.,,"Very limited testing, if at all.  Definitely not monitoring production in any meaningful way.",
Reliability,How do you test your resiliency and availability strategies?,"We use the results of a failure mode analysis to identify and define meaningful chaos experiments. ",,"Very limited testing, if at all.  Definitely not monitoring production in any meaningful way.",
Reliability,How do you test your resiliency and availability strategies?,We monitor total application health during chaos experiments.,,"Very limited testing, if at all.  Definitely not monitoring production in any meaningful way.",
Reliability,How do you test your resiliency and availability strategies?,None of the above.,None of the above.,"Very limited testing, if at all.  Definitely not monitoring production in any meaningful way.",
Reliability,How do you plan for disaster scenarios?,We ensure that recovery and failover plans have clear criteria.,,"No plan for DR, but have an understanding of how they would recover in the event of a disaster.",
Reliability,How do you plan for disaster scenarios?,We use the results of our failure mode analysis to create recovery plans.,,"No plan for DR, but have an understanding of how they would recover in the event of a disaster.",
Reliability,How do you plan for disaster scenarios?,"We define, document, and understand the roles and responsibilities during an incident response.",,"No plan for DR, but have an understanding of how they would recover in the event of a disaster.",
Reliability,How do you plan for disaster scenarios?,"We have a disaster recovery plan with processes to recover the workload, components, and data.",,"No plan for DR, but have an understanding of how they would recover in the event of a disaster.",
Reliability,How do you plan for disaster scenarios?,We've deliberately automated disaster recovery processes wherever reasonable.,,"No plan for DR, but have an understanding of how they would recover in the event of a disaster.",
Reliability,How do you plan for disaster scenarios?,We created dedicated failback plans.,,"No plan for DR, but have an understanding of how they would recover in the event of a disaster.",
Reliability,How do you plan for disaster scenarios?,We minimized the risk of our disaster recovery plan itself becoming unavailable if there's a disaster.,,"No plan for DR, but have an understanding of how they would recover in the event of a disaster.",
Reliability,How do you plan for disaster scenarios?,We regularly test our recovery plans in a dry run.,,"No plan for DR, but have an understanding of how they would recover in the event of a disaster.",
Reliability,How do you plan for disaster scenarios?,We know the expected recovery time of each of our recovery plans.,We know the expected recovery time of each of our recovery plans.,"No plan for DR, but have an understanding of how they would recover in the event of a disaster.",
Reliability,How do you plan for disaster scenarios?,None of the above.,,"No plan for DR, but have an understanding of how they would recover in the event of a disaster.",
Reliability,How do monitor workload health?,We can monitor each flow of our workload individually and assess its health state.,,"Running an open source Nagios? monitor to measure the health of their systems.  Feels like an afterthought, but better than nothing.",
Reliability,How do monitor workload health?,We ensure our team is familiar with telemetry at various levels.,,"Running an open source Nagios? monitor to measure the health of their systems.  Feels like an afterthought, but better than nothing.",
Reliability,How do monitor workload health?,We're intentional about our monitoring system design.,,"Running an open source Nagios? monitor to measure the health of their systems.  Feels like an afterthought, but better than nothing.",
Reliability,How do monitor workload health?,We only use structured logs that have a defined schema.,,"Running an open source Nagios? monitor to measure the health of their systems.  Feels like an afterthought, but better than nothing.",
Reliability,How do monitor workload health?,We send out alerts when the health of a flow degrades.,We send out alerts when the health of a flow degrades.,"Running an open source Nagios? monitor to measure the health of their systems.  Feels like an afterthought, but better than nothing.",
Reliability,How do monitor workload health?,We present the workload and individual flow health in a simple visual to users who have the right permissions.,,"Running an open source Nagios? monitor to measure the health of their systems.  Feels like an afterthought, but better than nothing.",
Reliability,How do monitor workload health?,We've taken measures to stay updated on the health of platforms that our workload depends on.,We've taken measures to stay updated on the health of platforms that our workload depends on.,"Running an open source Nagios? monitor to measure the health of their systems.  Feels like an afterthought, but better than nothing.",
Reliability,How do monitor workload health?,None of the above.,,"Running an open source Nagios? monitor to measure the health of their systems.  Feels like an afterthought, but better than nothing.",
Security,Do you have a documented security baseline?,"We've documented an initial baseline for our workload that's based on industry standards, compliance, and business requirements.","We've documented an initial baseline for our workload that's based on industry standards, compliance, and business requirements.",The security posture felt very uninformed.,
Security,Do you have a documented security baseline?,We continuously revisit the baseline as the workload gets updated and changes over time.,,The security posture felt very uninformed.,
Security,Do you have a documented security baseline?,"We have a baseline with recommendations for incident response, including communication and recovery.",,The security posture felt very uninformed.,
Security,Do you have a documented security baseline?,We provide role-based security training that enhances skills in maintaining baselines.,We provide role-based security training that enhances skills in maintaining baselines.,The security posture felt very uninformed.,
Security,Do you have a documented security baseline?,We use the baseline to drive the use of preventative guardrails.,We use the baseline to drive the use of preventative guardrails.,The security posture felt very uninformed.,
Security,Do you have a documented security baseline?,We use a cloud security posture management tool to detect gaps and drift from our baseline.,,The security posture felt very uninformed.,
Security,Do you have a documented security baseline?,We have a clear understanding of all regulatory compliance requirements for our industry and location.,,The security posture felt very uninformed.,
Security,Do you have a documented security baseline?,None of the above.,None of the above.,The security posture felt very uninformed.,
Security,"How do you secure the application code, development environment, and software supply chain?",We've identified all business and security requirements of the application.,,,
Security,"How do you secure the application code, development environment, and software supply chain?","We've adopted threat modeling processes, ranked identified threats based on organizational impact, mapped them to mitigations, and communicated these to stakeholders.",,,
Security,"How do you secure the application code, development environment, and software supply chain?","We maintain a manifest that enumerates all dependencies, frameworks, and libraries that the workload uses, and we update the manifest regularly.",,,
Security,"How do you secure the application code, development environment, and software supply chain?",We ensure developers meet security training requirements before they gain access to application source code.,We ensure developers meet security training requirements before they gain access to application source code.,,
Security,"How do you secure the application code, development environment, and software supply chain?","We safeguard development environments by controlling access to code, scripts, pipeline tools, and source control systems.","We safeguard development environments by controlling access to code, scripts, pipeline tools, and source control systems.",,
Security,"How do you secure the application code, development environment, and software supply chain?",We promptly remove unused and legacy assets from the development environment.,,,
Security,"How do you secure the application code, development environment, and software supply chain?",We ensure data from production environments isn't available to development or test environments.,We ensure data from production environments isn't available to development or test environments.,,
Security,"How do you secure the application code, development environment, and software supply chain?",We maintain a catalog of all deployed assets and their versions.,,,
Security,"How do you secure the application code, development environment, and software supply chain?",We include framework and library updates in the workload lifecycle.,,,
Security,"How do you secure the application code, development environment, and software supply chain?",None of the above.,,,
Security,Have you classified all data persisted by the workload?,We've performed an inventory showing where all data is stored in our workload.,,"Named locations off the cuff, don't have a documented inventory.",
Security,Have you classified all data persisted by the workload?,We've aligned the taxonomy for our data classifications with our business requirements.,,"Named locations off the cuff, don't have a documented inventory.",
Security,Have you classified all data persisted by the workload?,We've designed our architecture according to the classification labels.,,"Named locations off the cuff, don't have a documented inventory.",
Security,Have you classified all data persisted by the workload?,We regularly review the classification and taxonomy applied to our workload.,,"Named locations off the cuff, don't have a documented inventory.",
Security,Have you classified all data persisted by the workload?,We apply consistent classification tagging that's designed for querying.,,"Named locations off the cuff, don't have a documented inventory.",
Security,Have you classified all data persisted by the workload?,None of the above.,None of the above.,"Named locations off the cuff, don't have a documented inventory.",
Security,How do you segment your workload as a defense-in-depth measure?,"We implement the defense-in-depth concept in our workload, take a layered approach toward security, and ensure clear segmentation boundaries.","We implement the defense-in-depth concept in our workload, take a layered approach toward security, and ensure clear segmentation boundaries.",,
Security,How do you segment your workload as a defense-in-depth measure?,We recognize identity as the primary security perimeter for this workload.,We recognize identity as the primary security perimeter for this workload.,,
Security,How do you segment your workload as a defense-in-depth measure?,We've established network segmentation perimeter controls.,We've established network segmentation perimeter controls.,,
Security,How do you segment your workload as a defense-in-depth measure?,We have clear lines of workload responsibility and have implemented access controls accordingly.,,,
Security,How do you segment your workload as a defense-in-depth measure?,We segregate resources by using resource organization and isolate resources by using polyglot persistence.,We segregate resources by using resource organization and isolate resources by using polyglot persistence.,,
Security,How do you segment your workload as a defense-in-depth measure?,None of the above.,,,
Security,What identity and access controls do you use to secure your application?,We've identified all identity personas for this workload and avoid hard-coded credentials where possible.,We've identified all identity personas for this workload and avoid hard-coded credentials where possible.,,
Security,What identity and access controls do you use to secure your application?,We separate the control plane and the data access plane.,,,
Security,What identity and access controls do you use to secure your application?,"We use role-based access control (RBAC) for this workload, and we've clearly defined roles and responsibilities.","We use role-based access control (RBAC) for this workload, and we've clearly defined roles and responsibilities.",,
Security,What identity and access controls do you use to secure your application?,We use attribute-based access controls to enforce just-in-time (JIT) and just-enough-access (JEA) principles.,,,
Security,What identity and access controls do you use to secure your application?,We've isolated critical impact accounts and strictly enforce privilege separation and access reviews.,,,
Security,What identity and access controls do you use to secure your application?,We implement identity lifecycle management and have a documented offboarding process.,We implement identity lifecycle management and have a documented offboarding process.,,
Security,What identity and access controls do you use to secure your application?,None of the above.,,,
Security,How do you secure connectivity for this workload?,"We've evaluated all network flows based on their direction, scope, and level of restriction.","We've evaluated all network flows based on their direction, scope, and level of restriction.","Very unprepared for DDoS attacks, but aware they can happen.",
Security,How do you secure connectivity for this workload?,We use firewalls to protect ingress and egress edge traffic.,We use firewalls to protect ingress and egress edge traffic.,"Very unprepared for DDoS attacks, but aware they can happen.",
Security,How do you secure connectivity for this workload?,We use network security groups to isolate and protect traffic within the workload's virtual networks.,,"Very unprepared for DDoS attacks, but aware they can happen.",
Security,How do you secure connectivity for this workload?,We use network restrictions and IP firewall rules to ensure public IP addresses can't access individual services.,We use network restrictions and IP firewall rules to ensure public IP addresses can't access individual services.,"Very unprepared for DDoS attacks, but aware they can happen.",
Security,How do you secure connectivity for this workload?,We've secured connectivity to platform as a service (PaaS) endpoints.,,"Very unprepared for DDoS attacks, but aware they can happen.",
Security,How do you secure connectivity for this workload?,We have plans and capabilities in place to mitigate distributed denial-of-service (DDoS) attacks.,We have plans and capabilities in place to mitigate distributed denial-of-service (DDoS) attacks.,"Very unprepared for DDoS attacks, but aware they can happen.",
Security,How do you secure connectivity for this workload?,None of the above.,,"Very unprepared for DDoS attacks, but aware they can happen.",
Security,What are your plans and procedures for encrypting data?,We employ native encryption methods for cloud-hosted environments.,,"Encryption is a feature of 3p software they run, but it is not intentional.",
Security,What are your plans and procedures for encrypting data?,We store our encryption keys and our resources that host the encrypted data in separate locations.,,"Encryption is a feature of 3p software they run, but it is not intentional.",
Security,What are your plans and procedures for encrypting data?,We use only industry-standard encryption algorithms for the workload data.,,"Encryption is a feature of 3p software they run, but it is not intentional.",
Security,What are your plans and procedures for encrypting data?,We use the latest secure version of the secure hash algorithms (SHA) family of algorithms.,,"Encryption is a feature of 3p software they run, but it is not intentional.",
Security,What are your plans and procedures for encrypting data?,We encrypt data in transit with Transport Layer Security (TLS) version 1.2 or later.,,"Encryption is a feature of 3p software they run, but it is not intentional.",
Security,What are your plans and procedures for encrypting data?,We have a method for revoking and reissuing certificates quickly when a private key becomes compromised.,,"Encryption is a feature of 3p software they run, but it is not intentional.",
Security,What are your plans and procedures for encrypting data?,We use strong encryption-at-rest techniques in the system that hosts our encryption keys.,,"Encryption is a feature of 3p software they run, but it is not intentional.",
Security,What are your plans and procedures for encrypting data?,We use double encryption where business or regulatory requirements dictate its use.,,"Encryption is a feature of 3p software they run, but it is not intentional.",
Security,What are your plans and procedures for encrypting data?,We use a modern identity platform to allow just-in-time (JIT) access and just enough access (JEA) to the encryption keys.,,"Encryption is a feature of 3p software they run, but it is not intentional.",
Security,What are your plans and procedures for encrypting data?,None of the above.,None of the above.,"Encryption is a feature of 3p software they run, but it is not intentional.",
Security,What measures do you take to continuously harden your workload against attack?,"We have a comprehensive inventory of all hardware, software, and data assets for this workload.","We have a comprehensive inventory of all hardware, software, and data assets for this workload.","Moving to modern identity mechanisms, including social is recommended.
Firewalls are imperative, legacy auth (like SQL auth) should be removed.",
Security,What measures do you take to continuously harden your workload against attack?,We train our teams on methods of hardening the code and components of our workload.,,"Moving to modern identity mechanisms, including social is recommended.
Firewalls are imperative, legacy auth (like SQL auth) should be removed.",
Security,What measures do you take to continuously harden your workload against attack?,"We document the requirements and decisions made for hardening, including any exceptions.",,"Moving to modern identity mechanisms, including social is recommended.
Firewalls are imperative, legacy auth (like SQL auth) should be removed.",
Security,What measures do you take to continuously harden your workload against attack?,We place isolation boundaries around critical assets and sensitive data to protect against lateral movement attacks.,We place isolation boundaries around critical assets and sensitive data to protect against lateral movement attacks.,"Moving to modern identity mechanisms, including social is recommended.
Firewalls are imperative, legacy auth (like SQL auth) should be removed.",
Security,What measures do you take to continuously harden your workload against attack?,We've disabled the use of legacy and insecure protocols from the workload.,,"Moving to modern identity mechanisms, including social is recommended.
Firewalls are imperative, legacy auth (like SQL auth) should be removed.",
Security,What measures do you take to continuously harden your workload against attack?,We don't use legacy authentication methods.,,"Moving to modern identity mechanisms, including social is recommended.
Firewalls are imperative, legacy auth (like SQL auth) should be removed.",
Security,What measures do you take to continuously harden your workload against attack?,None of the above.,,"Moving to modern identity mechanisms, including social is recommended.
Firewalls are imperative, legacy auth (like SQL auth) should be removed.",
Security,How do you secure your secrets and the other credentials that your workload uses?,"We don't share secrets between development, testing, and production environments.","We don't share secrets between development, testing, and production environments.",OnlY IT admin roles have access to keys and secrets.,
Security,How do you secure your secrets and the other credentials that your workload uses?,We store application secrets and credentials separately from the workload in a secret management system that uses strong encryption.,,OnlY IT admin roles have access to keys and secrets.,
Security,How do you secure your secrets and the other credentials that your workload uses?,We have a secure process in place for distributing secrets to the locations where they're used.,,OnlY IT admin roles have access to keys and secrets.,
Security,How do you secure your secrets and the other credentials that your workload uses?,We use automation to detect and remove hard-coded secrets from our source code and build artifacts.,,OnlY IT admin roles have access to keys and secrets.,
Security,How do you secure your secrets and the other credentials that your workload uses?,We rotate keys and expire old keys on a regular basis.,,OnlY IT admin roles have access to keys and secrets.,
Security,How do you secure your secrets and the other credentials that your workload uses?,We have a method in place to respond to secret rotation without disruption.,,OnlY IT admin roles have access to keys and secrets.,
Security,How do you secure your secrets and the other credentials that your workload uses?,We employ role-based access control (RBAC) to manage access to keys.,We employ role-based access control (RBAC) to manage access to keys.,OnlY IT admin roles have access to keys and secrets.,
Security,How do you secure your secrets and the other credentials that your workload uses?,None of the above.,,OnlY IT admin roles have access to keys and secrets.,
Security,How do you monitor the application and the infrastructure?,We use cloud-native tools to monitor our workload resources and the infrastructure in which our workload runs.,,,
Security,How do you monitor the application and the infrastructure?,We collect logs from all application flows.,We collect logs from all application flows.,,
Security,How do you monitor the application and the infrastructure?,We collect activity logs from all the infrastructure components in our workload.,We collect activity logs from all the infrastructure components in our workload.,,
Security,How do you monitor the application and the infrastructure?,We periodically review access to the control plane and data plane of the application.,,,
Security,How do you monitor the application and the infrastructure?,We use a threat-detection tool to aggregate and analyze logs.,,,
Security,How do you monitor the application and the infrastructure?,We monitor configuration drift away from the baseline and agreed-upon standards.,,,
Security,How do you monitor the application and the infrastructure?,We use modern threat-detection techniques to detect suspicious activities.,,,
Security,How do you monitor the application and the infrastructure?,None of the above.,,,
Security,How do you test your workload before and after it reaches production?,"We've integrated security routine tests as part of DevOps practices, and we run tests in our build processes and deployment pipelines.",,,
Security,How do you test your workload before and after it reaches production?,We're prepared to handle improvised tests that are conducted by central teams.,We're prepared to handle improvised tests that are conducted by central teams.,,
Security,How do you test your workload before and after it reaches production?,"We use various types of tests on our data, networking, application, and components.","We use various types of tests on our data, networking, application, and components.",,
Security,How do you test your workload before and after it reaches production?,We test the functional and structural aspects of our workload by using different test methodologies.,We test the functional and structural aspects of our workload by using different test methodologies.,,
Security,How do you test your workload before and after it reaches production?,We periodically simulate attacks by using ethical hacking practices that involve penetration testing and war game exercises.,,,
Security,How do you test your workload before and after it reaches production?,We perform manual security testing and use various scanning technologies that Microsoft and third parties offer.,We perform manual security testing and use various scanning technologies that Microsoft and third parties offer.,,
Security,How do you test your workload before and after it reaches production?,None of the above.,,,
Security,How prepared are you to respond to incidents?,We have a designated incident contact who uses established documentation for communication and reporting during incidents.,,,
Security,How prepared are you to respond to incidents?,"We have a triage team responsible for assessing incident severity, impact, and action plans.","We have a triage team responsible for assessing incident severity, impact, and action plans.",,
Security,How prepared are you to respond to incidents?,We have a process in place to prevent incident recurrence.,,,
Security,How prepared are you to respond to incidents?,We systemically conduct post-incident reviews to extract valuable insights for the incident response.,,,
Security,How prepared are you to respond to incidents?,We have a well-defined communication plan for incident response.,We have a well-defined communication plan for incident response.,,
Security,How prepared are you to respond to incidents?,We have an established security operations center (SOC) within the organization.,,,
Security,How prepared are you to respond to incidents?,None of the above.,,,
Cost Optimization,How do you create a culture of financial responsibility?,We communicate financial expectations.,,,
Cost Optimization,How do you create a culture of financial responsibility?,We make budgets and workload costs transparent.,We make budgets and workload costs transparent.,,
Cost Optimization,How do you create a culture of financial responsibility?,We train personnel in cost optimization strategies.,,,
Cost Optimization,How do you create a culture of financial responsibility?,We encourage a culture of continuous improvement.,,,
Cost Optimization,How do you create a culture of financial responsibility?,None of the above.,,,
Cost Optimization,"How do you perform cost modeling? ",We have workload estimates.,We have workload estimates.,,
Cost Optimization,"How do you perform cost modeling? ",We determine cost drivers.,,,
Cost Optimization,"How do you perform cost modeling? ",We can associate workload costs to specific business metrics.,,,
Cost Optimization,"How do you perform cost modeling? ",We have a budget for the workload.,,,
Cost Optimization,"How do you perform cost modeling? ",We regularly update the cost model.,,,
Cost Optimization,"How do you perform cost modeling? ",None of the above.,,,
Cost Optimization,How do you monitor costs?,We enable data collection on all resources.,,"LCG has their own datacenter, so costs are primarily fixed.",
Cost Optimization,How do you monitor costs?,We group cost data for easier analysis.,,"LCG has their own datacenter, so costs are primarily fixed.",
Cost Optimization,How do you monitor costs?,We generate cost reports.,,"LCG has their own datacenter, so costs are primarily fixed.",
Cost Optimization,How do you monitor costs?,We assign a resource owner for each cost item.,,"LCG has their own datacenter, so costs are primarily fixed.",
Cost Optimization,How do you monitor costs?,We regularly review cost reports with stakeholders against the budget and cost model.,,"LCG has their own datacenter, so costs are primarily fixed.",
Cost Optimization,How do you monitor costs?,We use and set cost alerts at key spending thresholds.,,"LCG has their own datacenter, so costs are primarily fixed.",
Cost Optimization,How do you monitor costs?,None of the above.,None of the above.,"LCG has their own datacenter, so costs are primarily fixed.",
Cost Optimization,How do you govern your spending?,We use governance policies to provide spending guardrails.,,,
Cost Optimization,How do you govern your spending?,We implement release gates on deployments.,,,
Cost Optimization,How do you govern your spending?,"We set resource provisioning alerts for underutilized resources, orphan resources, and underutilized commitment-based plans.",,,
Cost Optimization,How do you govern your spending?,We use infrastructure as code to standardize deployments.,,,
Cost Optimization,How do you govern your spending?,We define access controls to reduce the risk of changes that affect cost optimization.,,,
Cost Optimization,How do you govern your spending?,None of the above.,None of the above.,,
Cost Optimization,How do you get the best rates from providers?,We understand the cost of all workload components.,,,
Cost Optimization,How do you get the best rates from providers?,We evaluate and determine the right billing model.,,,
Cost Optimization,How do you get the best rates from providers?,We evaluate and commit to available discounts.,We evaluate and commit to available discounts.,,
Cost Optimization,How do you get the best rates from providers?,"We determine the cost benefits of building or buying solutions, where applicable.","We determine the cost benefits of building or buying solutions, where applicable.",,
Cost Optimization,How do you get the best rates from providers?,We optimize licensing costs.,We optimize licensing costs.,,
Cost Optimization,How do you get the best rates from providers?,None of the above.,,,
Cost Optimization,How do you align resource usage to billing increments?,We know billing factors and billing increments.,,,
Cost Optimization,How do you align resource usage to billing increments?,We map usage to billing increments.,,,
Cost Optimization,How do you align resource usage to billing increments?,"We use proof-of-concepts to validate our understanding of billing increments, where applicable.",,,
Cost Optimization,How do you align resource usage to billing increments?,"We modify services to align usage to billing increments, where applicable.",,,
Cost Optimization,How do you align resource usage to billing increments?,"We modify resource usage to align with billing increments, where applicable.",,,
Cost Optimization,How do you align resource usage to billing increments?,None of the above.,None of the above.,,
Cost Optimization,"How do you optimize workload component costs? ",We optimize application features.,,,
Cost Optimization,"How do you optimize workload component costs? ",We optimize platform features.,,,
Cost Optimization,"How do you optimize workload component costs? ",We cost optimize workload resources.,,,
Cost Optimization,"How do you optimize workload component costs? ",We avoid introducing unoptimized components.,,,
Cost Optimization,"How do you optimize workload component costs? ",None of the above.,None of the above.,,
Cost Optimization,How do you optimize the cost of each workload environment?,We understand the value of each environment.,,,
Cost Optimization,How do you optimize the cost of each workload environment?,We cost optimize the production environment.,,,
Cost Optimization,How do you optimize the cost of each workload environment?,"We cost optimize the disaster recovery environment, where applicable.",,,
Cost Optimization,How do you optimize the cost of each workload environment?,"We cost optimize preproduction environments, where applicable.",,,
Cost Optimization,How do you optimize the cost of each workload environment?,None of the above.,None of the above.,,
Cost Optimization,How do you optimize flow costs?,We have an inventory of flows.,,,
Cost Optimization,How do you optimize flow costs?,We prioritize flows by value.,,,
Cost Optimization,How do you optimize flow costs?,"We optimize independent flows, where applicable.",,,
Cost Optimization,How do you optimize flow costs?,"We evaluate and separate dissimilar flows, where applicable.",,,
Cost Optimization,How do you optimize flow costs?,"We evaluate and combine similar flows, where applicable.",,,
Cost Optimization,How do you optimize flow costs?,We regularly review flow spending to align flow with spending over time.,,,
Cost Optimization,How do you optimize flow costs?,None of the above.,None of the above.,,
Cost Optimization,"How do you optimize data costs? ",We have inventoried workload data.,,,
Cost Optimization,"How do you optimize data costs? ",We prioritize data.,,,
Cost Optimization,"How do you optimize data costs? ",We use data lifecycle management.,We use data lifecycle management.,,
Cost Optimization,"How do you optimize data costs? ",We cost optimize storage solutions.,We cost optimize storage solutions.,,
Cost Optimization,"How do you optimize data costs? ",We configure data replication according to each environment's resiliency requirements.,,,
Cost Optimization,"How do you optimize data costs? ",We optimize backup frequency and storage.,We optimize backup frequency and storage.,,
Cost Optimization,"How do you optimize data costs? ",We limit the amount of data captured and duplicated to what's necessary.,,,
Cost Optimization,"How do you optimize data costs? ",None of the above.,,,
Cost Optimization,How do you optimize code costs?,We instrument code to collect data during runtime.,We instrument code to collect data during runtime.,,
Cost Optimization,How do you optimize code costs?,We identify and optimize hot paths.,,,
Cost Optimization,How do you optimize code costs?,We evaluate code for opportunities to implement concurrent processing.,,,
Cost Optimization,How do you optimize code costs?,We evaluate and optimize software development kits.,,,
Cost Optimization,How do you optimize code costs?,We evaluate the operating system against alternatives.,,,
Cost Optimization,How do you optimize code costs?,We evaluate and optimize network traversal.,,,
Cost Optimization,How do you optimize code costs?,We evaluate and optimize data access.,We evaluate and optimize data access.,,
Cost Optimization,How do you optimize code costs?,We evaluate and optimize the architecture.,,,
Cost Optimization,How do you optimize code costs?,None of the above.,,,
Cost Optimization,"How do you optimize resource scaling costs? ",We analyze usage data to decide which scale model (scale out vs scale up) is best.,,,
Cost Optimization,"How do you optimize resource scaling costs? ","We implement strategies to reduce demand, where applicable.",,,
Cost Optimization,"How do you optimize resource scaling costs? ",We use and optimize autoscaling.,,,
Cost Optimization,"How do you optimize resource scaling costs? ","We review strategies to offload demand, where applicable.",,,
Cost Optimization,"How do you optimize resource scaling costs? ",We set and enforce upper limits on resource spending.,,,
Cost Optimization,"How do you optimize resource scaling costs? ",None of the above.,None of the above.,,
Cost Optimization,How do you optimize personnel time?,We define the metrics to measure the success of personnel time-optimization efforts.,,,
Cost Optimization,How do you optimize personnel time?,We optimize development time.,,,
Cost Optimization,How do you optimize personnel time?,We optimize personnel collaboration.,,,
Cost Optimization,How do you optimize personnel time?,We optimize processes.,,,
Cost Optimization,How do you optimize personnel time?,We optimize operational tasks.,,,
Cost Optimization,How do you optimize personnel time?,We optimize personnel skills.,,,
Cost Optimization,How do you optimize personnel time?,None of the above.,None of the above.,,
Cost Optimization,"How do you evaluate resource consolidation? ",We evaluate the workload for internal resource consolidation.,,,
Cost Optimization,"How do you evaluate resource consolidation? ",We understand the general process of consolidation.,,,
Cost Optimization,"How do you evaluate resource consolidation? ","We evaluate opportunities to offload workload responsibility to external teams, where applicable.",,,
Cost Optimization,"How do you evaluate resource consolidation? ","We evaluate opportunities to use external centralized resources, where applicable.",,,
Cost Optimization,"How do you evaluate resource consolidation? ",None of the above.,None of the above.,,
Operational Excellence,How do you foster a DevOps culture?,We have a team culture based on mutual respect and open feedback.,,,
Operational Excellence,How do you foster a DevOps culture?,We give the workload team end-to-end responsibility for the workload.,,,
Operational Excellence,How do you foster a DevOps culture?,We allow the workload team to use the services of enablement teams.,,,
Operational Excellence,How do you foster a DevOps culture?,"We have cross-functional teams that learn from each other. ",,,
Operational Excellence,How do you foster a DevOps culture?,We integrate all requirements into workload practices.,We integrate all requirements into workload practices.,,
Operational Excellence,How do you foster a DevOps culture?,We regularly review our operating procedures with the team to identify areas of improvement.,,,
Operational Excellence,How do you foster a DevOps culture?,None of the above.,,,
Operational Excellence,How do you formalize routine and nonroutine tasks?,We follow templates and style guides for any documentation our team creates.,We follow templates and style guides for any documentation our team creates.,,
Operational Excellence,How do you formalize routine and nonroutine tasks?,We have identified and documented guidelines for managing all processes in our workload.,,,
Operational Excellence,How do you formalize routine and nonroutine tasks?,We have operational instructions that have easily understood checklist items.,We have operational instructions that have easily understood checklist items.,,
Operational Excellence,How do you formalize routine and nonroutine tasks?,We detail responsibilities and provide guidance in our operating procedures for improvised and emergency tasks.,,,
Operational Excellence,How do you formalize routine and nonroutine tasks?,We leverage industry-proven practices and processes in our team.,We leverage industry-proven practices and processes in our team.,,
Operational Excellence,How do you formalize routine and nonroutine tasks?,We implement a shift-left ethos to identify areas of improvement.,,,
Operational Excellence,How do you formalize routine and nonroutine tasks?,We have operating procedures that comply with organizational and compliance requirements.,We have operating procedures that comply with organizational and compliance requirements.,,
Operational Excellence,How do you formalize routine and nonroutine tasks?,We understand how to use open-source tools in our workload team.,,,
Operational Excellence,How do you formalize routine and nonroutine tasks?,None of the above.,,,
Operational Excellence,How do you formalize software ideation and planning process?,We use a collaborative approach to development planning.,We use a collaborative approach to development planning.,,
Operational Excellence,How do you formalize software ideation and planning process?,"We use established, industry-proven planning processes and tools.","We use established, industry-proven planning processes and tools.",,
Operational Excellence,How do you formalize software ideation and planning process?,"We use small, iterative deployments.","We use small, iterative deployments.",,
